ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,STATUS,Estado
5062137,M,N,Y,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12947,-137,1,0,0,0,Laborers,2.0,C,1
5062138,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,-12593,-3942,1,1,1,0,Core staff,2.0,0,0
5062140,M,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-11383,-777,1,1,0,0,,3.0,C,1
5062145,M,N,Y,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12612,-2877,1,0,1,0,,3.0,0,0
5062149,F,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,-14237,-958,1,0,0,1,Sales staff,2.0,1,0
5062153,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13389,-958,1,0,0,0,Laborers,2.0,0,0
5062156,F,N,Y,0,166500.0,Commercial associate,Higher education,Widow,House / apartment,-20422,-2328,1,0,0,0,Cleaning staff,1.0,C,1
5062163,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24324,365243,1,0,0,0,,1.0,0,0
5062173,F,N,Y,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15362,-897,1,0,0,0,Sales staff,4.0,C,1
5062181,F,Y,Y,2,144000.0,Working,Higher education,Married,House / apartment,-14291,-532,1,0,0,1,Accountants,4.0,C,1
5062195,F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-17472,-1202,1,1,1,0,,2.0,C,1
5062212,F,N,Y,2,153000.0,Commercial associate,Higher education,Married,House / apartment,-13283,-1324,1,0,0,0,Accountants,4.0,C,1
5062220,F,N,Y,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15726,-106,1,0,1,0,Medicine staff,4.0,0,0
5062221,M,N,Y,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,-12319,-1689,1,0,0,0,,1.0,C,1
5062225,F,N,N,1,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,-11206,-716,1,0,1,0,Cooking staff,3.0,C,1
5062232,F,Y,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19441,-4064,1,0,0,0,Managers,2.0,C,1
5062254,F,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15128,-1628,1,0,0,1,Private service staff,3.0,C,1
5062255,M,N,Y,0,135000.0,Commercial associate,Higher education,Separated,House / apartment,-21004,-2908,1,0,0,0,,1.0,C,1
5062259,F,Y,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21027,365243,1,0,0,0,,2.0,C,1
5062265,F,N,N,0,90000.0,Working,Higher education,Married,House / apartment,-19828,-5525,1,0,1,0,,2.0,0,0
5062278,F,Y,Y,0,189000.0,Pensioner,Higher education,Separated,House / apartment,-24066,365243,1,0,0,0,,1.0,0,0
5062279,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19185,-1901,1,0,1,0,Accountants,2.0,C,1
5062282,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8353,-1081,1,1,0,1,Core staff,2.0,0,0
5062288,F,N,Y,1,45000.0,Working,Higher education,Married,House / apartment,-11119,-198,1,0,0,0,Core staff,3.0,C,1
5062290,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-17795,-2450,1,0,0,1,Managers,2.0,0,0
5062295,F,N,Y,0,135000.0,Pensioner,Incomplete higher,Separated,House / apartment,-20388,365243,1,0,0,0,,1.0,C,1
5062305,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19798,-4581,1,0,1,0,,2.0,C,1
5062317,F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16677,-9482,1,0,0,0,Core staff,1.0,0,0
5062326,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21121,365243,1,0,0,0,,2.0,C,1
5062328,M,N,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-15915,-2908,1,0,0,0,,1.0,C,1
5062333,F,N,N,0,94500.0,Working,Higher education,Married,House / apartment,-9071,-958,1,0,0,0,,2.0,C,1
5062336,M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15085,-4033,1,0,0,1,,3.0,C,1
5062341,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8735,-198,1,0,0,1,,1.0,0,0
5062345,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-21098,-5554,1,1,1,0,Drivers,2.0,C,1
5062351,F,Y,Y,1,351000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13284,-2450,1,0,0,0,Managers,3.0,0,0
5062356,F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,-20814,365243,1,0,0,0,,2.0,C,1
5062363,F,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10564,-897,1,1,1,0,Core staff,2.0,C,1
5062374,F,N,Y,0,121500.0,State servant,Higher education,Widow,House / apartment,-19426,-1598,1,1,1,0,Accountants,1.0,0,0
5062380,F,N,Y,2,189000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13788,-351,1,0,1,0,,4.0,C,1
5062394,M,N,Y,0,283500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-8494,-1171,1,0,0,0,Laborers,2.0,0,0
5062396,F,N,Y,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-14547,-4550,1,1,1,0,Laborers,1.0,C,1
5062401,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10629,-2969,1,0,0,1,High skill tech staff,1.0,C,1
5062407,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24094,365243,1,0,1,0,,1.0,C,1
5062418,F,Y,Y,1,180000.0,Working,Higher education,Single / not married,House / apartment,-14226,-3059,1,0,0,0,Sales staff,2.0,C,1
5062427,M,N,Y,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22680,365243,1,0,0,0,,2.0,0,0
5062428,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11533,-746,1,0,0,0,Drivers,2.0,C,1
5062443,F,N,Y,0,67500.0,State servant,Secondary / secondary special,Married,House / apartment,-19818,-11398,1,0,0,0,,2.0,C,1
5062451,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-15541,-1477,1,0,0,0,Medicine staff,2.0,0,0
5062465,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-16587,-1050,1,0,1,0,,2.0,0,0
5062471,M,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18406,-1324,1,0,0,0,Drivers,3.0,0,0
5062472,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24764,365243,1,0,0,0,,1.0,0,0
5062483,F,N,Y,1,67500.0,Working,Incomplete higher,Married,House / apartment,-13094,-3454,1,0,0,0,,3.0,C,1
5062488,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13638,-3972,1,0,0,0,Laborers,3.0,0,0
5062489,M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20531,-2146,1,0,0,0,Security staff,2.0,C,1
5062490,M,N,Y,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-9183,-2054,1,0,0,0,Drivers,3.0,C,1
5062500,M,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14829,-685,1,0,1,0,Laborers,3.0,C,1
5062502,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9122,-1751,1,0,0,0,Sales staff,1.0,C,1
5062510,M,N,Y,2,184500.0,Working,Higher education,Married,House / apartment,-13911,-4703,1,0,0,1,,4.0,C,1
5062511,F,N,Y,2,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16066,-8507,1,0,0,0,Medicine staff,4.0,C,1
5062514,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,1,0,1,0,Sales staff,3.0,C,1
5062531,F,Y,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,1,0,0,1,Medicine staff,2.0,0,0
5062544,F,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12245,-137,1,0,0,0,,3.0,C,1
5062547,F,N,Y,3,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,-12099,-2207,1,0,0,1,,5.0,C,1
5062560,F,N,N,0,180000.0,Working,Secondary / secondary special,Widow,House / apartment,-24376,-4369,1,0,0,0,,1.0,C,1
5062564,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22620,365243,1,0,1,0,,2.0,C,1
5062573,F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-16477,-2997,1,0,0,0,Accountants,2.0,C,1
5062583,F,N,N,0,202500.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,-21010,365243,1,0,1,1,,1.0,0,0
5062584,M,N,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10054,-571,1,1,1,1,Drivers,3.0,0,0
5062599,F,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-18356,-1820,1,0,0,0,High skill tech staff,2.0,C,1
5062609,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10725,-2802,1,0,0,0,Private service staff,2.0,0,0
5062651,F,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12926,-1241,1,0,0,0,,3.0,0,0
5062654,M,Y,Y,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-13509,-1028,1,0,0,0,Laborers,3.0,0,0
5062668,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-14863,-4407,1,0,0,0,Managers,3.0,C,1
5062676,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19500,-3189,1,0,0,0,Laborers,2.0,C,1
5062679,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14511,-1789,1,0,0,1,Laborers,2.0,C,1
5062717,F,Y,Y,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15355,-2102,1,0,0,0,,3.0,0,0
5062723,M,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,-16977,-92,1,0,0,0,Managers,2.0,0,0
5062734,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9815,-1341,1,0,0,0,Laborers,1.0,0,0
5062739,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15035,-1128,1,0,1,0,Cleaning staff,2.0,0,0
5062747,F,N,Y,1,157500.0,Working,Higher education,Single / not married,House / apartment,-16106,-549,1,0,1,0,High skill tech staff,2.0,0,0
5062748,M,Y,N,1,202500.0,State servant,Higher education,Married,House / apartment,-13387,-2467,1,0,0,0,,3.0,C,1
5065313,F,N,Y,1,157500.0,State servant,Higher education,Married,House / apartment,-15645,-4280,1,0,0,0,Core staff,3.0,0,0
5065320,M,Y,Y,2,315000.0,Working,Secondary / secondary special,Married,House / apartment,-12520,-1570,1,0,0,0,Drivers,4.0,C,1
5065329,M,N,Y,0,103500.0,Working,Secondary / secondary special,Separated,House / apartment,-19632,-2208,1,1,0,0,Drivers,1.0,C,1
5065334,M,N,Y,0,202500.0,Commercial associate,Lower secondary,Married,Rented apartment,-9766,-1935,1,0,1,0,Sales staff,2.0,0,0
5065341,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22481,365243,1,0,1,0,,2.0,0,0
5065348,F,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,-15160,-3974,1,0,0,0,High skill tech staff,2.0,C,1
5065350,M,N,Y,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-14671,-2027,1,0,0,0,Managers,1.0,0,0
5065354,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-21199,-5069,1,0,0,1,Managers,2.0,C,1
5065358,F,N,Y,1,216000.0,Working,Higher education,Single / not married,House / apartment,-10512,-1782,1,0,1,0,Core staff,2.0,C,1
5065376,F,N,Y,0,215550.0,Working,Higher education,Married,House / apartment,-10429,-931,1,0,1,0,High skill tech staff,2.0,C,1
5065379,F,Y,Y,0,135000.0,Working,Higher education,Civil marriage,House / apartment,-16679,-443,1,0,0,0,,2.0,0,0
5065383,M,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16140,-900,1,0,0,0,Drivers,2.0,0,0
5065396,M,Y,Y,0,85500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-23575,365243,1,0,1,0,,1.0,0,0
5065397,M,Y,Y,0,360000.0,Pensioner,Higher education,Single / not married,House / apartment,-22666,365243,1,0,1,0,,1.0,0,0
5065407,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15491,-1539,1,0,0,0,,3.0,0,0
5065411,F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20851,365243,1,0,0,0,,1.0,0,0
5065414,M,N,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17624,-686,1,1,1,0,Drivers,4.0,0,0
5065418,F,N,Y,0,265500.0,Working,Secondary / secondary special,Married,House / apartment,-15925,-3335,1,1,1,0,Sales staff,2.0,C,1
5065429,F,N,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14608,-870,1,0,0,0,Sales staff,1.0,0,0
5065436,F,Y,N,2,270000.0,Working,Secondary / secondary special,Married,With parents,-13258,-2300,1,0,0,0,Managers,4.0,0,0
5065446,F,N,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-17287,-4826,1,1,1,0,Cooking staff,1.0,0,0
5065451,M,N,Y,0,180000.0,Working,Incomplete higher,Married,House / apartment,-17146,-5680,1,0,1,0,Laborers,2.0,0,0
5065456,F,Y,Y,1,180000.0,Working,Higher education,Civil marriage,With parents,-13435,-1297,1,0,0,0,,3.0,C,1
5065465,M,N,Y,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,-16253,-1601,1,1,1,0,,2.0,C,1
5065477,M,N,N,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,-13574,-109,1,0,0,0,Laborers,3.0,0,0
5065484,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,-20196,-2697,1,0,0,0,Drivers,1.0,0,0
5065489,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12438,-747,1,1,1,0,Medicine staff,2.0,C,1
5065494,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-19332,-1813,1,0,0,0,Medicine staff,1.0,0,0
5065496,F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18458,-6014,1,0,1,0,Accountants,2.0,0,0
5065500,F,Y,N,1,135000.0,Working,Higher education,Married,Municipal apartment,-12523,-2482,1,0,0,0,Managers,3.0,0,0
5065513,F,N,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-19653,-5953,1,0,0,0,,2.0,C,1
5065517,F,Y,N,1,202500.0,Working,Higher education,Married,Rented apartment,-9510,-2878,1,0,0,0,Laborers,3.0,0,0
5065521,F,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,-11472,-596,1,0,0,0,,2.0,C,1
5065532,M,N,Y,2,207000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12995,-1509,1,0,0,0,Managers,4.0,0,0
5065549,F,Y,Y,0,180000.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,-20871,365243,1,0,0,0,,1.0,0,0
5065553,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24687,365243,1,0,1,0,,1.0,C,1
5065560,F,N,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-11332,-566,1,0,0,0,Sales staff,2.0,0,0
5065566,F,N,N,1,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-13719,-17,1,0,0,0,Sales staff,2.0,0,0
5065569,F,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13326,-3700,1,0,0,0,Laborers,3.0,C,1
5065570,M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18218,-1539,1,0,0,0,Drivers,2.0,0,0
5065573,F,N,Y,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,-11147,-262,1,0,0,0,Cleaning staff,4.0,C,1
5065601,M,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20867,-1266,1,0,1,0,Laborers,2.0,0,0
5065605,M,Y,N,0,270000.0,Pensioner,Higher education,Married,House / apartment,-23489,365243,1,0,0,0,,2.0,0,0
5065608,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-16299,-655,1,0,0,0,Managers,2.0,0,0
5065616,F,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-8076,-596,1,0,0,0,Core staff,1.0,0,0
5065619,M,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15302,-596,1,1,1,0,Laborers,2.0,0,0
5065632,F,N,N,0,90000.0,Working,Higher education,Separated,House / apartment,-17029,-1996,1,0,0,0,Sales staff,1.0,0,0
5065633,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9373,-1212,1,0,0,0,Drivers,2.0,C,1
5065638,M,N,Y,1,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-16464,-907,1,0,0,0,Drivers,2.0,0,0
5065648,F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,Office apartment,-10338,-2520,1,1,1,0,Core staff,2.0,0,0
5065649,M,Y,N,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14749,-2946,1,1,1,0,Drivers,3.0,C,1
5065654,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21864,-999,1,0,0,0,Cooking staff,1.0,C,1
5065657,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19307,-603,1,1,1,0,Laborers,1.0,0,0
5065663,F,N,N,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-20096,-1881,1,0,0,0,Laborers,2.0,0,0
5065667,F,Y,Y,0,216000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13402,-542,1,0,0,0,,2.0,0,0
5065670,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11512,-4711,1,0,0,0,,1.0,0,0
5065686,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16458,-9581,1,0,0,0,Laborers,1.0,0,0
5065690,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-18213,-1151,1,1,0,0,Managers,2.0,0,0
5065702,M,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-17454,365243,1,0,1,0,,1.0,0,0
5065709,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10361,-269,1,1,0,0,Drivers,2.0,C,1
5065711,F,Y,Y,0,157500.0,Working,Higher education,Single / not married,House / apartment,-10175,-573,1,0,0,0,Core staff,1.0,C,1
5065714,F,N,N,0,130500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-24293,365243,1,0,0,0,,1.0,0,0
5065732,F,Y,Y,0,157500.0,Pensioner,Higher education,Married,House / apartment,-21508,365243,1,0,0,0,,2.0,0,0
5065734,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23864,365243,1,0,0,0,,2.0,C,1
5065740,M,N,Y,1,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16690,-1181,1,0,0,0,Security staff,3.0,C,1
5065742,F,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,-21955,365243,1,0,1,0,,2.0,0,0
5065749,M,Y,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,-15906,-1881,1,0,0,0,High skill tech staff,2.0,C,1
5065754,F,Y,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-19886,-1577,1,1,0,0,Accountants,2.0,C,1
5065756,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16902,-1699,1,0,0,0,Laborers,3.0,C,1
5065759,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19483,-2765,1,1,0,0,Laborers,2.0,0,0
5065761,F,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14746,-693,1,0,0,0,,1.0,C,1
5065765,F,N,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,-14402,-1059,1,0,0,1,Sales staff,2.0,C,1
